Time:260.1945 Axis vector:(0.7, 0.5) Thumbrotation:52.51564
Time:260.2953 Axis vector:(0.7, 0.4) Thumbrotation:58.86357
Time:260.3954 Axis vector:(0.7, 0.4) Thumbrotation:60.94505
Time:260.496 Axis vector:(0.7, 0.5) Thumbrotation:56.85706
Time:260.5965 Axis vector:(0.5, 0.6) Thumbrotation:41.13017
Time:260.6969 Axis vector:(0.3, 0.7) Thumbrotation:24.81672
Time:260.7975 Axis vector:(0.1, 0.7) Thumbrotation:10.14143
Time:260.8981 Axis vector:(0.0, 0.7) Thumbrotation:0.7192771
Time:260.9987 Axis vector:(0.0, 0.7) Thumbrotation:-0.4405747
Time:261.0993 Axis vector:(0.1, 0.7) Thumbrotation:5.280901
Time:261.2003 Axis vector:(0.3, 0.7) Thumbrotation:26.35809
Time:261.3114 Axis vector:(0.6, 0.6) Thumbrotation:44.37663
Time:261.4119 Axis vector:(0.6, 0.5) Thumbrotation:50.62887
Time:261.5124 Axis vector:(0.7, 0.5) Thumbrotation:51.57329
Time:261.613 Axis vector:(0.7, 0.5) Thumbrotation:52.01831
Time:261.7134 Axis vector:(0.7, 0.5) Thumbrotation:53.12463
Time:261.814 Axis vector:(0.7, 0.5) Thumbrotation:55.46675
Time:261.9145 Axis vector:(0.7, 0.5) Thumbrotation:57.09537
Time:262.0151 Axis vector:(0.7, 0.5) Thumbrotation:57.7341
Time:262.1154 Axis vector:(0.8, 0.4) Thumbrotation:59.90715
Time:262.2161 Axis vector:(0.8, 0.4) Thumbrotation:65.71703
Time:262.3168 Axis vector:(0.8, 0.3) Thumbrotation:69.31906
Time:262.4173 Axis vector:(0.9, 0.3) Thumbrotation:71.777
Time:262.5178 Axis vector:(0.9, 0.2) Thumbrotation:75.02444
Time:262.6183 Axis vector:(0.9, 0.2) Thumbrotation:76.19462
Time:262.7189 Axis vector:(0.9, 0.2) Thumbrotation:76.51552
Time:262.8192 Axis vector:(0.9, 0.2) Thumbrotation:76.70675
Time:262.9198 Axis vector:(0.9, 0.2) Thumbrotation:78.03956
Time:263.0207 Axis vector:(0.9, 0.1) Thumbrotation:81.49902
Time:263.1208 Axis vector:(0.9, 0.1) Thumbrotation:83.11729
Time:263.2221 Axis vector:(0.9, 0.1) Thumbrotation:83.39413
Time:263.3331 Axis vector:(0.9, 0.1) Thumbrotation:83.11982
Time:263.4335 Axis vector:(0.9, 0.1) Thumbrotation:82.73058
Time:263.5343 Axis vector:(0.9, 0.1) Thumbrotation:82.52296
Time:263.6351 Axis vector:(0.9, 0.1) Thumbrotation:82.29572
Time:263.7352 Axis vector:(0.9, 0.1) Thumbrotation:82.14626
Time:263.8357 Axis vector:(0.9, 0.1) Thumbrotation:81.9239
Time:263.9361 Axis vector:(0.9, 0.1) Thumbrotation:81.6809
Time:264.037 Axis vector:(0.9, 0.1) Thumbrotation:81.59877
Time:264.1375 Axis vector:(0.9, 0.1) Thumbrotation:81.60826
Time:264.2378 Axis vector:(0.9, 0.1) Thumbrotation:81.60375
Time:264.3383 Axis vector:(0.9, 0.1) Thumbrotation:81.46722
Time:264.4388 Axis vector:(0.9, 0.1) Thumbrotation:81.28823
Time:264.5395 Axis vector:(0.9, 0.1) Thumbrotation:81.23833
Time:264.6399 Axis vector:(0.9, 0.1) Thumbrotation:81.13913
Time:264.7405 Axis vector:(0.9, 0.1) Thumbrotation:81.12582
Time:264.8414 Axis vector:(0.9, 0.1) Thumbrotation:81.1531
Time:264.9528 Axis vector:(0.9, 0.1) Thumbrotation:81.17221
Time:265.0531 Axis vector:(0.9, 0.1) Thumbrotation:81.24301
Time:265.1537 Axis vector:(0.9, 0.1) Thumbrotation:81.3628
Time:265.2543 Axis vector:(0.9, 0.1) Thumbrotation:81.46281
Time:265.3547 Axis vector:(0.9, 0.1) Thumbrotation:81.56667
Time:265.4553 Axis vector:(0.9, 0.1) Thumbrotation:81.68084
Time:265.5558 Axis vector:(0.9, 0.1) Thumbrotation:81.9137
Time:265.6564 Axis vector:(0.9, 0.1) Thumbrotation:82.45372
Time:266.3601 Axis vector:(0.3, 0.6) Thumbrotation:29.89506
Time:266.4605 Axis vector:(0.3, 0.7) Thumbrotation:26.21298
Time:266.561 Axis vector:(0.3, 0.7) Thumbrotation:23.14086
Time:266.6616 Axis vector:(0.2, 0.7) Thumbrotation:16.98537
Time:266.7622 Axis vector:(0.2, 0.8) Thumbrotation:13.39068
Time:266.8626 Axis vector:(0.2, 0.8) Thumbrotation:11.56291
Time:266.9634 Axis vector:(0.1, 0.8) Thumbrotation:11.12711
Time:267.0641 Axis vector:(0.1, 0.7) Thumbrotation:11.12621
Time:267.1645 Axis vector:(0.1, 0.7) Thumbrotation:11.09164
Time:267.2651 Axis vector:(0.1, 0.7) Thumbrotation:11.07658
Time:267.3654 Axis vector:(0.1, 0.7) Thumbrotation:11.07062
Time:267.4658 Axis vector:(0.1, 0.7) Thumbrotation:11.07622
Time:267.5663 Axis vector:(0.1, 0.7) Thumbrotation:11.07864
Time:267.6668 Axis vector:(0.1, 0.7) Thumbrotation:11.07421
Time:267.7673 Axis vector:(0.1, 0.7) Thumbrotation:11.55417
-------New Trial--------
Start time:271.1025
Time:271.3126 Axis vector:(0.1, 0.6) Thumbrotation:11.83027
Time:271.4129 Axis vector:(0.1, 0.6) Thumbrotation:9.166668
Time:271.5136 Axis vector:(0.1, 0.7) Thumbrotation:4.443869
Time:271.6142 Axis vector:(-0.1, 0.8) Thumbrotation:-5.09143
Time:271.7146 Axis vector:(-0.1, 0.8) Thumbrotation:-5.328037
Time:271.8149 Axis vector:(-0.1, 0.8) Thumbrotation:-4.14756
Time:271.9157 Axis vector:(0.0, 0.8) Thumbrotation:-2.543375
Time:272.0164 Axis vector:(0.0, 0.8) Thumbrotation:-1.968017
Time:272.1166 Axis vector:(0.0, 0.8) Thumbrotation:-1.747533
Time:272.217 Axis vector:(0.0, 0.8) Thumbrotation:-1.648058
Time:272.3177 Axis vector:(0.0, 0.8) Thumbrotation:-1.606203
Time:272.4185 Axis vector:(0.0, 0.8) Thumbrotation:-1.619308
Time:272.5188 Axis vector:(0.0, 0.8) Thumbrotation:-1.625821
Time:272.6194 Axis vector:(0.0, 0.8) Thumbrotation:-1.592253
Time:272.7199 Axis vector:(0.0, 0.8) Thumbrotation:-1.585726
Time:272.8203 Axis vector:(0.0, 0.8) Thumbrotation:-1.5952
Time:272.9211 Axis vector:(0.0, 0.8) Thumbrotation:-1.591884
Time:273.0215 Axis vector:(0.0, 0.8) Thumbrotation:-1.626423
Time:273.1219 Axis vector:(0.0, 0.8) Thumbrotation:-1.719877
Time:273.2227 Axis vector:(0.0, 0.8) Thumbrotation:-1.821772
Time:273.3231 Axis vector:(0.0, 0.8) Thumbrotation:-1.952743
Time:273.4233 Axis vector:(0.0, 0.8) Thumbrotation:-2.044018
Time:273.5243 Axis vector:(0.0, 0.8) Thumbrotation:-2.077919
Time:273.6245 Axis vector:(0.0, 0.8) Thumbrotation:-2.112388
Time:273.725 Axis vector:(0.0, 0.8) Thumbrotation:-2.176458
Time:273.8255 Axis vector:(0.0, 0.8) Thumbrotation:-2.235897
Time:273.9263 Axis vector:(0.0, 0.8) Thumbrotation:-2.31672
Time:274.0266 Axis vector:(0.0, 0.8) Thumbrotation:-1.019332
Time:274.1273 Axis vector:(0.2, 0.7) Thumbrotation:19.49946
Time:274.2277 Axis vector:(0.4, 0.6) Thumbrotation:37.13201
Time:274.3283 Axis vector:(0.5, 0.5) Thumbrotation:43.49649
Time:274.4294 Axis vector:(0.6, 0.3) Thumbrotation:59.10632
Time:274.5296 Axis vector:(0.6, 0.1) Thumbrotation:77.94086
Time:274.63 Axis vector:(0.5, -0.1) Thumbrotation:103.648
Time:274.7304 Axis vector:(0.4, -0.4) Thumbrotation:132.3223
Time:274.831 Axis vector:(0.4, -0.4) Thumbrotation:141.7052
Time:274.9314 Axis vector:(0.3, -0.5) Thumbrotation:143.086
Time:275.032 Axis vector:(0.3, -0.5) Thumbrotation:143.1947
Time:275.1325 Axis vector:(0.3, -0.4) Thumbrotation:142.5976
Time:275.2335 Axis vector:(0.3, -0.4) Thumbrotation:141.9145
Time:275.3336 Axis vector:(0.3, -0.5) Thumbrotation:148.2249
Time:275.4341 Axis vector:(0.1, -0.6) Thumbrotation:169.6782
Time:275.5346 Axis vector:(-0.1, -0.8) Thumbrotation:-175.1498
Time:275.6352 Axis vector:(-0.2, -0.8) Thumbrotation:-161.862
Time:275.7358 Axis vector:(-0.4, -0.7) Thumbrotation:-149.3925
Time:275.8364 Axis vector:(-0.5, -0.6) Thumbrotation:-138.874
Time:275.9367 Axis vector:(-0.6, -0.4) Thumbrotation:-123.1444
Time:276.0373 Axis vector:(-0.7, -0.3) Thumbrotation:-111.9179
Time:276.1378 Axis vector:(-0.8, -0.1) Thumbrotation:-97.23781
Time:276.2384 Axis vector:(-0.8, 0.1) Thumbrotation:-85.34069
Time:276.3387 Axis vector:(-0.8, 0.2) Thumbrotation:-77.2283
Time:276.4393 Axis vector:(-0.8, 0.2) Thumbrotation:-73.82639
Time:276.5397 Axis vector:(-0.7, 0.2) Thumbrotation:-71.9723
Time:276.6404 Axis vector:(-0.7, 0.2) Thumbrotation:-71.29902
Time:276.7407 Axis vector:(-0.7, 0.2) Thumbrotation:-70.81221
Time:276.8416 Axis vector:(-0.7, 0.2) Thumbrotation:-73.00178
Time:276.9421 Axis vector:(-0.7, 0.2) Thumbrotation:-75.63488
Time:277.0427 Axis vector:(-0.7, 0.2) Thumbrotation:-77.411
Time:277.1432 Axis vector:(-0.7, 0.1) Thumbrotation:-80.72517
Time:277.2435 Axis vector:(-0.8, 0.0) Thumbrotation:-90.23356
Time:277.3441 Axis vector:(-0.8, -0.2) Thumbrotation:-101.8275
Time:277.4448 Axis vector:(-0.8, -0.4) Thumbrotation:-113.6703
Time:277.545 Axis vector:(-0.8, -0.4) Thumbrotation:-119.4323
Time:277.6455 Axis vector:(-0.7, -0.4) Thumbrotation:-122.4612
Time:277.7466 Axis vector:(-0.7, -0.5) Thumbrotation:-126.4462
Time:277.8468 Axis vector:(-0.6, -0.6) Thumbrotation:-133.9874
Time:277.9473 Axis vector:(-0.5, -0.6) Thumbrotation:-138.4908
Time:278.0481 Axis vector:(-0.5, -0.6) Thumbrotation:-144.068
Time:278.1487 Axis vector:(-0.4, -0.7) Thumbrotation:-148.0002
Time:278.2489 Axis vector:(-0.4, -0.7) Thumbrotation:-151.1977
Time:278.3494 Axis vector:(-0.3, -0.7) Thumbrotation:-160.0162
Time:278.4498 Axis vector:(-0.1, -0.7) Thumbrotation:-175.8199
Time:278.5504 Axis vector:(0.1, -0.6) Thumbrotation:170.5713
Time:278.6512 Axis vector:(0.2, -0.6) Thumbrotation:159.7866
Time:278.7515 Axis vector:(0.3, -0.5) Thumbrotation:153.0054
Time:278.8518 Axis vector:(0.3, -0.5) Thumbrotation:149.611
Time:278.9526 Axis vector:(0.3, -0.5) Thumbrotation:148.6301
Time:279.0531 Axis vector:(0.3, -0.5) Thumbrotation:148.4615
Time:279.1537 Axis vector:(0.3, -0.5) Thumbrotation:148.4384
Time:279.2541 Axis vector:(0.3, -0.5) Thumbrotation:148.4407
Time:279.3549 Axis vector:(0.3, -0.5) Thumbrotation:148.4511
Time:279.4552 Axis vector:(0.3, -0.5) Thumbrotation:148.497
Time:279.5555 Axis vector:(0.3, -0.5) Thumbrotation:148.6219
Time:279.6564 Axis vector:(0.3, -0.5) Thumbrotation:148.7426
Time:279.7566 Axis vector:(0.3, -0.5) Thumbrotation:148.9174
Time:279.8571 Axis vector:(0.3, -0.5) Thumbrotation:149.0591
Time:279.9576 Axis vector:(0.3, -0.5) Thumbrotation:149.1581
Time:280.0583 Axis vector:(0.3, -0.5) Thumbrotation:149.2441
Time:280.1592 Axis vector:(0.3, -0.5) Thumbrotation:149.3474
Time:280.2592 Axis vector:(0.3, -0.5) Thumbrotation:149.4256
Time:280.3601 Axis vector:(0.3, -0.5) Thumbrotation:149.515
Time:280.4604 Axis vector:(0.3, -0.5) Thumbrotation:149.6152
Time:280.5612 Axis vector:(0.3, -0.5) Thumbrotation:149.6506
Time:280.6617 Axis vector:(0.3, -0.5) Thumbrotation:149.6977
Time:280.7621 Axis vector:(0.3, -0.5) Thumbrotation:149.7752
Time:280.8626 Axis vector:(0.3, -0.5) Thumbrotation:149.9001
Time:280.9629 Axis vector:(0.3, -0.5) Thumbrotation:150.0214
Time:281.0634 Axis vector:(0.3, -0.5) Thumbrotation:150.1069
Time:281.1641 Axis vector:(0.3, -0.5) Thumbrotation:150.149
Time:281.2646 Axis vector:(0.3, -0.5) Thumbrotation:150.0672
Time:281.3652 Axis vector:(0.3, -0.5) Thumbrotation:149.9918
Time:281.4658 Axis vector:(0.3, -0.5) Thumbrotation:149.9886
Time:281.5664 Axis vector:(0.3, -0.5) Thumbrotation:150.031
Time:281.6668 Axis vector:(0.3, -0.5) Thumbrotation:150.0402
Time:281.7687 Axis vector:(0.3, -0.5) Thumbrotation:150.0836
Time:281.879 Axis vector:(0.3, -0.5) Thumbrotation:150.1827
Time:281.9794 Axis vector:(0.3, -0.5) Thumbrotation:150.2527
Time:282.0801 Axis vector:(0.3, -0.5) Thumbrotation:150.3411
Time:282.1805 Axis vector:(0.3, -0.5) Thumbrotation:150.4857
Time:282.2813 Axis vector:(0.3, -0.5) Thumbrotation:150.6089
Time:282.3815 Axis vector:(0.3, -0.5) Thumbrotation:150.7024
Time:282.482 Axis vector:(0.3, -0.5) Thumbrotation:150.8191
Time:282.5825 Axis vector:(0.3, -0.5) Thumbrotation:150.9413
Time:282.6834 Axis vector:(0.3, -0.5) Thumbrotation:151.0022
Time:282.7837 Axis vector:(0.3, -0.5) Thumbrotation:151.0421
Time:282.8844 Axis vector:(0.3, -0.5) Thumbrotation:151.018
Time:283.2862 Axis vector:(0.1, 0.6) Thumbrotation:13.36469
Time:283.3871 Axis vector:(0.1, 0.7) Thumbrotation:5.174036
Time:283.4873 Axis vector:(0.1, 0.7) Thumbrotation:4.863934
Time:283.5879 Axis vector:(0.1, 0.8) Thumbrotation:4.369554
Time:283.6887 Axis vector:(0.1, 0.8) Thumbrotation:4.10575
Time:283.7889 Axis vector:(0.1, 0.8) Thumbrotation:3.913866
Time:283.8897 Axis vector:(0.1, 0.8) Thumbrotation:3.740573
Time:283.9904 Axis vector:(0.0, 0.8) Thumbrotation:3.172188
Time:284.0906 Axis vector:(0.0, 0.8) Thumbrotation:2.465692
Time:284.1914 Axis vector:(0.0, 0.8) Thumbrotation:1.92071
Time:284.2916 Axis vector:(0.0, 0.8) Thumbrotation:1.345085
Time:284.3922 Axis vector:(0.0, 0.8) Thumbrotation:1.151311
Time:284.4926 Axis vector:(0.0, 0.8) Thumbrotation:1.211115
Time:284.5933 Axis vector:(0.0, 0.8) Thumbrotation:1.406113
Time:284.6937 Axis vector:(0.0, 0.8) Thumbrotation:1.482001
Time:284.7942 Axis vector:(0.0, 0.8) Thumbrotation:1.498024
Time:284.895 Axis vector:(0.0, 0.8) Thumbrotation:1.558465
Time:284.9955 Axis vector:(0.0, 0.8) Thumbrotation:1.648058
Time:285.0957 Axis vector:(0.0, 0.8) Thumbrotation:1.346684
Time:285.1964 Axis vector:(0.0, 0.7) Thumbrotation:-3.059727
Time:285.2967 Axis vector:(-0.3, 0.6) Thumbrotation:-23.33278
Time:285.3978 Axis vector:(-0.4, 0.6) Thumbrotation:-35.76746
Time:285.4981 Axis vector:(-0.6, 0.4) Thumbrotation:-52.42294
Time:285.5984 Axis vector:(-0.7, 0.3) Thumbrotation:-63.68919
Time:285.6989 Axis vector:(-0.8, 0.1) Thumbrotation:-79.20296
Time:285.7996 Axis vector:(-0.8, -0.1) Thumbrotation:-95.75536
Time:285.9003 Axis vector:(-0.8, -0.3) Thumbrotation:-110.5939
Time:286.0006 Axis vector:(-0.6, -0.5) Thumbrotation:-125.4774
Time:286.101 Axis vector:(-0.3, -0.7) Thumbrotation:-155.139
Time:286.2017 Axis vector:(-0.1, -0.9) Thumbrotation:-176.1077
Time:286.3023 Axis vector:(0.0, -0.9) Thumbrotation:-179.3254
Time:286.4027 Axis vector:(0.0, -0.9) Thumbrotation:-179.2292
Time:286.5032 Axis vector:(0.0, -0.9) Thumbrotation:-179.0357
Time:286.6039 Axis vector:(0.0, -0.9) Thumbrotation:-178.0087
Time:286.7045 Axis vector:(-0.1, -0.9) Thumbrotation:-175.4661
Time:286.8047 Axis vector:(-0.1, -0.7) Thumbrotation:-168.9669
Time:286.9052 Axis vector:(0.0, -0.5) Thumbrotation:-176.2717
Time:287.0059 Axis vector:(0.1, -0.2) Thumbrotation:155.5628
Time:287.1064 Axis vector:(0.2, -0.1) Thumbrotation:115.7672
Time:287.207 Axis vector:(0.2, -0.1) Thumbrotation:110.0814
Time:287.3076 Axis vector:(0.3, -0.1) Thumbrotation:107.1167
Time:287.4081 Axis vector:(0.3, -0.1) Thumbrotation:101.2003
Time:287.5087 Axis vector:(0.4, 0.0) Thumbrotation:95.88805
Time:287.6089 Axis vector:(0.4, 0.0) Thumbrotation:94.69169
Time:287.7095 Axis vector:(0.4, 0.0) Thumbrotation:94.23283
Time:287.8103 Axis vector:(0.4, 0.0) Thumbrotation:93.28223
Time:287.9109 Axis vector:(0.5, 0.0) Thumbrotation:93.06229
Time:288.0113 Axis vector:(0.5, 0.0) Thumbrotation:93.053
Time:288.1118 Axis vector:(0.4, 0.0) Thumbrotation:93.10045
Time:288.2123 Axis vector:(0.4, 0.0) Thumbrotation:92.31822
Time:288.3126 Axis vector:(0.5, 0.1) Thumbrotation:81.93308
Time:288.4131 Axis vector:(0.6, 0.3) Thumbrotation:63.82931
Time:288.5136 Axis vector:(0.5, 0.4) Thumbrotation:50.29439
Time:288.6143 Axis vector:(0.4, 0.5) Thumbrotation:39.48304
Time:288.715 Axis vector:(0.3, 0.6) Thumbrotation:29.56543
Time:288.8152 Axis vector:(0.2, 0.6) Thumbrotation:14.61358
Time:288.9159 Axis vector:(0.0, 0.6) Thumbrotation:-3.725152
Time:289.0165 Axis vector:(-0.2, 0.5) Thumbrotation:-19.24419
Time:289.1172 Axis vector:(-0.4, 0.4) Thumbrotation:-42.37518
Time:289.2175 Axis vector:(-0.4, 0.4) Thumbrotation:-49.64745
Time:289.3181 Axis vector:(-0.4, 0.4) Thumbrotation:-49.64144
Time:289.4183 Axis vector:(-0.4, 0.3) Thumbrotation:-50.55268
Time:289.5191 Axis vector:(-0.5, 0.3) Thumbrotation:-57.80593
Time:289.6196 Axis vector:(-0.7, 0.2) Thumbrotation:-72.24174
Time:289.7201 Axis vector:(-0.8, 0.1) Thumbrotation:-85.0495
Time:289.8205 Axis vector:(-0.8, -0.1) Thumbrotation:-98.00754
Time:289.921 Axis vector:(-0.8, -0.3) Thumbrotation:-110.8847
Time:290.0216 Axis vector:(-0.8, -0.4) Thumbrotation:-113.8863
Time:290.1221 Axis vector:(-0.9, -0.2) Thumbrotation:-101.9481
Time:290.2226 Axis vector:(-0.9, 0.1) Thumbrotation:-83.54757
Time:290.3237 Axis vector:(-0.9, 0.1) Thumbrotation:-83.87346
Time:290.4238 Axis vector:(-0.9, -0.1) Thumbrotation:-97.38565
Time:290.5245 Axis vector:(-0.9, -0.4) Thumbrotation:-112.9445
Time:290.6248 Axis vector:(-0.8, -0.6) Thumbrotation:-128.5665
Time:290.7254 Axis vector:(-0.8, -0.6) Thumbrotation:-127.6307
Time:290.826 Axis vector:(-0.9, -0.3) Thumbrotation:-109.7363
Time:290.9263 Axis vector:(-1.0, 0.0) Thumbrotation:-88.00895
Time:291.027 Axis vector:(-0.9, 0.2) Thumbrotation:-74.87634
Time:291.1274 Axis vector:(-0.8, 0.3) Thumbrotation:-68.73515
Time:291.2284 Axis vector:(-0.7, 0.3) Thumbrotation:-63.15575
Time:291.3287 Axis vector:(-0.4, 0.5) Thumbrotation:-43.77708
Time:291.4291 Axis vector:(-0.1, 0.6) Thumbrotation:-11.41661
Time:291.5301 Axis vector:(0.1, 0.6) Thumbrotation:5.225735
Time:291.6301 Axis vector:(0.2, 0.7) Thumbrotation:13.11958
Time:291.7305 Axis vector:(0.2, 0.7) Thumbrotation:18.57108
Time:291.8312 Axis vector:(0.3, 0.7) Thumbrotation:26.65947
Time:291.9319 Axis vector:(0.4, 0.6) Thumbrotation:34.58015
Time:292.0322 Axis vector:(0.5, 0.5) Thumbrotation:45.64169
Time:292.1328 Axis vector:(0.7, 0.5) Thumbrotation:53.98549
Time:292.2333 Axis vector:(0.7, 0.4) Thumbrotation:63.3351
Time:292.3337 Axis vector:(0.8, 0.3) Thumbrotation:70.69663
Time:292.4342 Axis vector:(0.8, 0.2) Thumbrotation:73.90015
Time:292.5349 Axis vector:(0.8, 0.2) Thumbrotation:74.19671
Time:292.6357 Axis vector:(0.8, 0.2) Thumbrotation:74.21381
Time:292.7361 Axis vector:(0.8, 0.2) Thumbrotation:74.09879
Time:292.8416 Axis vector:(0.8, 0.2) Thumbrotation:73.85799
Time:292.9481 Axis vector:(0.8, 0.2) Thumbrotation:73.61594
Time:293.0486 Axis vector:(0.8, 0.2) Thumbrotation:73.47529
Time:293.1492 Axis vector:(0.8, 0.2) Thumbrotation:73.38231
Time:293.2501 Axis vector:(0.8, 0.2) Thumbrotation:73.42764
Time:293.3503 Axis vector:(0.8, 0.2) Thumbrotation:76.24486
Time:293.4507 Axis vector:(0.8, 0.0) Thumbrotation:93.24524
Time:293.5513 Axis vector:(0.7, -0.3) Thumbrotation:113.1481
Time:293.652 Axis vector:(0.5, -0.4) Thumbrotation:129.1899
Time:293.7524 Axis vector:(0.4, -0.6) Thumbrotation:143.6434
Time:293.853 Axis vector:(0.4, -0.7) Thumbrotation:149.8623
Time:293.9536 Axis vector:(0.4, -0.7) Thumbrotation:150.3503
Time:294.0542 Axis vector:(0.4, -0.7) Thumbrotation:150.1629
Time:294.1546 Axis vector:(0.4, -0.7) Thumbrotation:149.911
Time:294.2549 Axis vector:(0.4, -0.7) Thumbrotation:149.7081
Time:294.3556 Axis vector:(0.4, -0.6) Thumbrotation:148.575
Time:294.4559 Axis vector:(0.4, -0.5) Thumbrotation:143.4132
Time:294.5565 Axis vector:(0.4, -0.5) Thumbrotation:139.8908
Time:294.657 Axis vector:(0.4, -0.4) Thumbrotation:138.1137
Time:294.7575 Axis vector:(0.4, -0.4) Thumbrotation:137.6544
Time:294.8583 Axis vector:(0.4, -0.4) Thumbrotation:137.5825
Time:294.9589 Axis vector:(0.4, -0.4) Thumbrotation:137.734
Time:295.0593 Axis vector:(0.4, -0.4) Thumbrotation:137.9561
Time:295.1599 Axis vector:(0.4, -0.4) Thumbrotation:138.2447
Time:295.2606 Axis vector:(0.4, -0.4) Thumbrotation:138.5333
Time:295.3609 Axis vector:(0.4, -0.4) Thumbrotation:138.8368
Time:295.4613 Axis vector:(0.4, -0.4) Thumbrotation:139.2068
Time:295.5619 Axis vector:(0.4, -0.4) Thumbrotation:139.5333
Time:295.6623 Axis vector:(0.4, -0.4) Thumbrotation:139.8295
Time:295.763 Axis vector:(0.4, -0.4) Thumbrotation:140.1274
Time:295.8634 Axis vector:(0.4, -0.4) Thumbrotation:140.3867
Time:295.9641 Axis vector:(0.4, -0.4) Thumbrotation:140.5842
Time:296.0647 Axis vector:(0.4, -0.4) Thumbrotation:140.7743
Time:296.1651 Axis vector:(0.3, -0.4) Thumbrotation:141.0289
Time:296.2655 Axis vector:(0.3, -0.4) Thumbrotation:141.1787
Time:296.3661 Axis vector:(0.4, -0.4) Thumbrotation:141.1218
Time:296.4664 Axis vector:(0.4, -0.4) Thumbrotation:141.1117
Time:296.5673 Axis vector:(0.4, -0.4) Thumbrotation:141.0841
Time:296.6678 Axis vector:(0.4, -0.4) Thumbrotation:140.61
Time:296.7681 Axis vector:(0.4, -0.4) Thumbrotation:139.9842
Time:296.8689 Axis vector:(0.4, -0.4) Thumbrotation:138.9333
Time:296.9692 Axis vector:(0.4, -0.4) Thumbrotation:138.48
Time:297.0699 Axis vector:(0.4, -0.5) Thumbrotation:138.5512
Time:297.1704 Axis vector:(0.4, -0.5) Thumbrotation:138.7977
Time:297.2709 Axis vector:(0.4, -0.5) Thumbrotation:139.0198
Time:297.3717 Axis vector:(0.4, -0.5) Thumbrotation:139.5476
Time:297.483 Axis vector:(0.4, -0.5) Thumbrotation:140.7117
Time:297.5838 Axis vector:(0.3, -0.4) Thumbrotation:142.3856
Time:297.7039 Axis vector:(0.3, -0.4) Thumbrotation:143.6965
Time:297.8069 Axis vector:(0.3, -0.4) Thumbrotation:144.0083
Time:297.9073 Axis vector:(0.3, -0.4) Thumbrotation:144.2674
Time:298.0078 Axis vector:(0.3, -0.4) Thumbrotation:144.4086
Time:298.1089 Axis vector:(0.3, -0.4) Thumbrotation:144.5163
Time:298.2093 Axis vector:(0.3, -0.4) Thumbrotation:144.5995
Time:298.3095 Axis vector:(0.3, -0.4) Thumbrotation:144.6718
Time:298.4099 Axis vector:(0.3, -0.4) Thumbrotation:144.7228
Time:298.5109 Axis vector:(0.3, -0.4) Thumbrotation:144.7427
Time:298.6111 Axis vector:(0.3, -0.4) Thumbrotation:142.326
-------New Trial--------
Start time:302.6087
Time:303.2209 Axis vector:(0.1, 0.8) Thumbrotation:9.095675
Time:303.3214 Axis vector:(0.1, 0.9) Thumbrotation:7.316493
Time:303.4218 Axis vector:(0.1, 0.9) Thumbrotation:6.407931
Time:303.5224 Axis vector:(0.1, 0.9) Thumbrotation:6.089303
Time:303.6232 Axis vector:(0.1, 0.9) Thumbrotation:5.611574
Time:303.7239 Axis vector:(0.1, 0.9) Thumbrotation:5.301233
Time:303.8239 Axis vector:(0.1, 0.9) Thumbrotation:5.104689
Time:303.9244 Axis vector:(0.1, 0.8) Thumbrotation:9.718812
Time:304.4272 Axis vector:(-0.2, 0.8) Thumbrotation:-11.30735
Time:304.5276 Axis vector:(0.0, 0.8) Thumbrotation:-2.943242
Time:304.6283 Axis vector:(0.0, 0.8) Thumbrotation:-2.209834
Time:304.7287 Axis vector:(0.0, 0.8) Thumbrotation:-2.117016
Time:304.8295 Axis vector:(0.0, 0.8) Thumbrotation:-1.973578
Time:304.9302 Axis vector:(0.0, 0.8) Thumbrotation:-1.978332
Time:305.0304 Axis vector:(0.0, 0.8) Thumbrotation:-2.096765
Time:305.1307 Axis vector:(0.0, 0.8) Thumbrotation:-2.627859
Time:305.2317 Axis vector:(0.0, 0.8) Thumbrotation:-3.525034
Time:305.3318 Axis vector:(-0.1, 0.7) Thumbrotation:-9.486656
Time:305.4325 Axis vector:(-0.3, 0.7) Thumbrotation:-24.13971
Time:305.5329 Axis vector:(-0.4, 0.6) Thumbrotation:-35.36909
Time:305.6334 Axis vector:(-0.5, 0.5) Thumbrotation:-42.23103
Time:305.734 Axis vector:(-0.6, 0.4) Thumbrotation:-58.27537
Time:305.8344 Axis vector:(-0.7, 0.3) Thumbrotation:-70.99275
Time:305.9351 Axis vector:(-0.8, 0.2) Thumbrotation:-74.9296
Time:306.0356 Axis vector:(-0.8, 0.2) Thumbrotation:-75.29769
Time:306.1363 Axis vector:(-0.8, 0.2) Thumbrotation:-75.20702
Time:306.2367 Axis vector:(-0.8, 0.2) Thumbrotation:-75.18969
Time:306.3373 Axis vector:(-0.8, 0.2) Thumbrotation:-75.04487
Time:306.4375 Axis vector:(-0.8, 0.2) Thumbrotation:-74.95806
Time:306.538 Axis vector:(-0.8, 0.2) Thumbrotation:-74.93509
Time:306.6386 Axis vector:(-0.8, 0.2) Thumbrotation:-74.89505
Time:307.4429 Axis vector:(-0.5, 0.4) Thumbrotation:-52.42358
Time:307.7447 Axis vector:(-0.3, 0.7) Thumbrotation:-20.85549
